,ECG0
21606,0.255393352
21607,0.264661495
21608,0.262857304
21609,0.268434785
21610,0.270321532
21611,0.281435348
21612,0.283322227
21613,0.279672968
21614,0.283405374
21615,0.28344704
21616,0.283488765
21617,0.28537595
21618,0.28172699
21619,0.281768886
21620,0.274429234
21621,0.272625836
21622,0.268977088
21623,0.26717379
21624,0.254298136
21625,0.246958728
21626,0.235928564
21627,0.232280044
21628,0.223095363
21629,0.221292323
21630,0.208416915
21631,0.199232344
21632,0.186357004
21633,0.177172496
21634,0.173524219
21635,0.17356677
21636,0.164382343
21637,0.162579541
21638,0.157085958
21639,0.149746993
21640,0.155325849
21641,0.151677717
21642,0.149874997
21643,0.140690684
21644,0.137042582
21645,0.135239885
21646,0.137127993
21647,0.140861502
21648,0.140904209
21649,0.137256111
21650,0.137298809
21651,0.135496098
21652,0.141074978
21653,0.141117644
21654,0.135624093
21655,0.137512127
21656,0.137554741
21657,0.139442732
21658,0.1431761
21659,0.14690944
21660,0.145106549
21661,0.143303626
21662,0.137809868
21663,0.139697675
21664,0.145276244
21665,0.150854771
21666,0.150897053
21667,0.145403086
21668,0.13990907
21669,0.141796605
21670,0.147374888
21671,0.156643915
21672,0.151149679
21673,0.153036984
21674,0.151233424
21675,0.151275199
21676,0.156853107
21677,0.160585543
21678,0.160627105
21679,0.15882319
21680,0.153328396
21681,0.153369723
21682,0.151565567
21683,0.155297527
21684,0.153493197
21685,0.153534177
21686,0.153575065
21687,0.149925057
21688,0.155501955
21689,0.157387951
21690,0.161119247
21691,0.153778034
21692,0.153818317
21693,0.144631488
21694,0.148362353
21695,0.152093103
21696,0.153978338
21697,0.150327253
21698,0.142985246
21699,0.14671552
21700,0.144909469
21701,0.150484893
21702,0.146833185
21703,0.143181346
21704,0.137683973
21705,0.139568067
21706,0.141452024
21707,0.139645041
21708,0.143374118
21709,0.139721449
21710,0.137914036
21711,0.130570273
21712,0.134298765
21713,0.138027105
21714,0.136219091
21715,0.132565521
21716,0.128911795
21717,0.123412509
21718,0.127140066
21719,0.13086746
21720,0.13090389
21721,0.129094753
21722,0.123594648
21723,0.121785176
21724,0.121820933
21725,0.129238121
21726,0.129273533
21727,0.123772567
21728,0.121962226
21729,0.118306307
21730,0.116495608
21731,0.11837553
21732,0.116564468
21733,0.114753222
21734,0.114787192
21735,0.114820975
21736,0.116699971
21737,0.12226958
21738,0.116766595
21739,0.116799621
21740,0.114987054
21741,0.115019694
21742,0.11505214
21743,0.118775192
21744,0.116961845
21745,0.116993702
21746,0.11702536
21747,0.109675216
21748,0.111551876
21749,0.115273735
21750,0.118995392
21751,0.119026046
21752,0.117211096
21753,0.122777545
21754,0.13018919
21755,0.14129143
21756,0.143166462
21757,0.145041287
21758,0.141379704
21759,0.137717914
21760,0.146973719
21761,0.150693115
21762,0.154412302
21763,0.156285879
21764,0.154468445
21765,0.152650802
21766,0.15452375
21767,0.161932689
21768,0.160114415
21769,0.161986731
21770,0.158322634
21771,0.152812925
21772,0.150993807
21773,0.149174477
21774,0.149200336
21775,0.139998981
21776,0.134488216
21777,0.134513441
21778,0.136383855
21779,0.14563566
21780,0.145660251
21781,0.14383923
21782,0.134636396
21783,0.130969553
21784,0.1309933
21785,0.125480636
21786,0.127349363
21787,0.121836279
21788,0.118168385
21789,0.112654882
21790,0.11083197
21791,0.10716345
21792,0.107185523
21793,0.107207388
21794,0.098002043
21795,0.096178093
21796,0.099890138
21797,0.101756578
21798,0.09808661
21799,0.099952639
21800,0.094436861
21801,0.092611681
21802,0.096322499
21803,0.098187714
21804,0.096361927
21805,0.094535937
21806,0.090864347
21807,0.092728758
21808,0.094592971
21809,0.100147785
21810,0.1001662
21811,0.096493617
21812,0.092820837
21813,0.090993262
21814,0.092856293
21815,0.09656453
21816,0.092890971
21817,0.079990216
21818,0.063398469
21819,0.037579527
21820,0.0302144
21821,0.033921487
21822,0.050546188
21823,0.080088506
21824,0.113321437
21825,0.174235191
21826,0.283129173
21827,0.414167777
21828,0.545206197
21829,0.66886283
21830,0.770374472
21831,0.853431926
21832,0.894044985
21833,0.879295844
21834,0.796266701
21835,0.633885152
21836,0.438286214
21837,0.259295701
21838,0.137512429
21839,0.071090996
21840,0.0452682
21841,0.052662437
21842,0.0674381
21843,0.100667594
21844,0.133896912
21845,0.144981249
21846,0.135766005
21847,0.119168984
21848,0.111798794
21849,0.104428431
21850,0.106284899
21851,0.109986596
21852,0.106306519
21853,0.095244669
21854,0.086028049
21855,0.084192861
21856,0.087893706
21857,0.091594383
21858,0.091604089
21859,0.084232026
21860,0.080550596
21861,0.0805598
21862,0.080568838
21863,0.086113912
21864,0.084277217
21865,0.084285759
21866,0.078757934
21867,0.080611548
21868,0.0880012
21869,0.089854488
21870,0.088016812
21871,0.084333574
21872,0.080650175
21873,0.080657416
21874,0.084355298
21875,0.08620762
21876,0.089905184
21877,0.088066388
21878,0.082536633
21879,0.080697522
21880,0.084394456
21881,0.089936635
21882,0.093633258
21883,0.088102723
21884,0.091799037
21885,0.093649798
21886,0.097345806
21887,0.102887063
21888,0.099201165
21889,0.099205918
21890,0.09736512
21891,0.099214974
21892,0.106600881
21893,0.110295839
21894,0.115836049
21895,0.115839912
21896,0.113998227
21897,0.1213834
21898,0.125077628
21899,0.130617111
21900,0.136156452
21901,0.138004848
21902,0.139853103
21903,0.139855815
21904,0.154621592
21905,0.160160225
21906,0.163853319
21907,0.169391674
21908,0.17308449
21909,0.174931769
21910,0.191542115
21911,0.200770722
21912,0.206308393
21913,0.210000528
21914,0.211847127
21915,0.222920596
21916,0.232148531
21917,0.235840131
21918,0.239531598
21919,0.245068335
21920,0.246914139
21921,0.246914411
21922,0.256141556
21923,0.26352317
21924,0.263523052
21925,0.265368206
21926,0.261677029
21927,0.265367327
21928,0.263521294
21929,0.274592938
21930,0.276437452
21931,0.272745637
21932,0.267208295
21933,0.265361628
21934,0.265360235
21935,0.263513315
21936,0.254284668
21937,0.243210494
21938,0.233981596
21939,0.228443374
21940,0.226595829
21941,0.221057357
21942,0.21182796
21943,0.204443838
21944,0.185987189
21945,0.17860282
21946,0.173063726
21947,0.178596913
21948,0.171212171
21949,0.165672706
21950,0.161978517
21951,0.152748003
21952,0.149053567
21953,0.150895209
21954,0.150891327
21955,0.145351119
21956,0.141656189
21957,0.141651935
21958,0.139802158
21959,0.143488459
21960,0.145329235
21961,0.143479087
21962,0.139783414
21963,0.136087618
21964,0.139773301
21965,0.14530426
21966,0.141608093
21967,0.143448004
21968,0.137906189
21969,0.132364251
21970,0.139739993
21971,0.141579409
21972,0.141573302
21973,0.141567071
21974,0.136024514
21975,0.137863437
21976,0.137856836
21977,0.148922514
21978,0.148915666
21979,0.145217894
21980,0.145210799
21981,0.147048983
21982,0.150732443
21983,0.154415781
21984,0.150717394
21985,0.148864285
21986,0.148856453
21987,0.143312298
21988,0.150685825
21989,0.154368428
21990,0.154360109
21991,0.154351668
21992,0.148806904
21993,0.143262019
21994,0.146944016
21995,0.152471293
21996,0.154307648
21997,0.148762281
21998,0.145062195
21999,0.141361989
22000,0.146888668
22001,0.150569827
22002,0.150560067
22003,0.148704788
22004,0.146849392
22005,0.143148478
22006,0.14682905
22007,0.148664106
22008,0.148653645
22009,0.137570666
22010,0.135714575
22011,0.135703771
22012,0.137538255
22013,0.139372626
22014,0.137516083
22015,0.133814029
22016,0.130111864
22017,0.126409589
22018,0.128243407
22019,0.133767918
22020,0.130065318
22021,0.126362611
22022,0.128196
22023,0.126338482
22024,0.130017062
22025,0.128159338
22026,0.128146911
22027,0.126288982
22028,0.118894752
22029,0.120727425
22030,0.122559999
22031,0.126237877
22032,0.118843256
22033,0.122520942
22034,0.113280732
22035,0.11142203
22036,0.11509944
22037,0.118776759
22038,0.116917787
22039,0.111367927
22040,0.109508782
22041,0.116876555
22042,0.116862642
22043,0.118694047
22044,0.114989171
22045,0.114975016
22046,0.111269983
22047,0.111255674
22048,0.114932093
22049,0.114917637
22050,0.11490311
22051,0.114888513
22052,0.109337647
22053,0.111168317
22054,0.116689723
22055,0.122211066
22056,0.125886948
22057,0.12956277
22058,0.133238535
22059,0.136914245
22060,0.144280702
22061,0.142420104
22062,0.146095657
22063,0.144234962
22064,0.14421962
22065,0.142358834
22066,0.15341581
22067,0.158936545
22068,0.157075639
22069,0.151523895
22070,0.155199121
22071,0.151492713
22072,0.155167878
22073,0.158843016
22074,0.158827327
22075,0.151430012
22076,0.145878077
22077,0.140326124
22078,0.134774154
22079,0.134758372
22080,0.138433379
22081,0.138417575
22082,0.138401764
22083,0.142076749
22084,0.14206093
22085,0.134663509
22086,0.132802291
22087,0.123559475
22088,0.121698269
22089,0.11430087
22090,0.114285084
22091,0.116114714
22092,0.112408158
22093,0.10685622
22094,0.103149704
22095,0.099443211
22096,0.103118348
22097,0.104948112
22098,0.099396305
22099,0.095689932
22100,0.093828995
22101,0.095658899
22102,0.093798042
22103,0.09562803
22104,0.095612663
22105,0.095597345
22106,0.090045875
22107,0.088185261
22108,0.093706304
22109,0.095536605
22110,0.095521567
22111,0.097351992
22112,0.08995548
22113,0.091786039
22114,0.095462069
22115,0.097292772
22116,0.093587349
22117,0.078809601
22118,0.062186532
22119,0.040027344
22120,0.030786045
22121,0.047380442
22122,0.069511131
22123,0.102714316
22124,0.159907802
22125,0.261391
22126,0.392400706
22127,0.523410513
22128,0.652575023
22129,0.772512636
22130,0.855542344
22131,0.89981875
22132,0.901651054
22133,0.837049051
22134,0.693094938
22135,0.497469727
22136,0.307380837
22137,0.159736282
22138,0.074835471
22139,0.047142204
22140,0.03790307
22141,0.063726677
22142,0.098777417
22143,0.128292088
22144,0.137507487
22145,0.133805217
22146,0.122721483
22147,0.109792488
22148,0.102399835
22149,0.102388927
22150,0.106068964
22151,0.102367545
22152,0.094975472
22153,0.087583547
22154,0.080191773
22155,0.080181753
22156,0.080171886
22157,0.080162173
22158,0.081998018
22159,0.081988619
22160,0.080133978
22161,0.078279498
22162,0.07827058
22163,0.085643428
22164,0.083789437
22165,0.083781012
22166,0.078236553
22167,0.080073864
22168,0.083756746
22169,0.081903596
22170,0.085586821
22171,0.083734018
22172,0.08557219
22173,0.081874337
22174,0.080022061
22175,0.089242367
22176,0.08923585
22177,0.089229514
22178,0.087377959
22179,0.087371987
22180,0.092902402
22181,0.096587601
22182,0.098427586
22183,0.100267759
22184,0.096571919
22185,0.092876268
22186,0.100253212
22187,0.107630347
22188,0.109471474
22189,0.103931191
22190,0.103927306
22191,0.103923616
22192,0.116837927
22193,0.124216233
22194,0.124213136
22195,0.126055639
22196,0.127898342
22197,0.131586647
22198,0.140811355
22199,0.151881667
22200,0.15741598
22201,0.159259696
22202,0.166639819
22203,0.168483946
22204,0.177709881
22205,0.188781424
22206,0.190626172
22207,0.198007329
22208,0.199852493
22209,0.207234068
22210,0.220152055
22211,0.22937945
22212,0.231225454
22213,0.234917069
22214,0.236763494
22215,0.244146334
22216,0.251529385
22217,0.262603449
22218,0.266296123
22219,0.266298209
22220,0.266300508
22221,0.268148419
22222,0.273687345
22223,0.277381084
22224,0.282920436
22225,0.281078398
22226,0.279236573
22227,0.27185876
22228,0.271862761
22229,0.271866975
22230,0.271871401
22231,0.260803635
22232,0.257117684
22233,0.249741142
22234,0.240519411
22235,0.233143292
22236,0.225767382
22237,0.214700882
22238,0.205479991
22239,0.192568508
22240,0.190729636
22241,0.185200171
22242,0.177825513
22243,0.16860566
22244,0.159386014
22245,0.155702774
22246,0.150174337
22247,0.150182307
22248,0.152035879
22249,0.146508052
22250,0.137289624
22251,0.1372984
22252,0.140998176
22253,0.14100735
22254,0.13732592
22255,0.137335489
22256,0.137345253
22257,0.13181901
22258,0.135519965
22259,0.139221112
22260,0.14107705
22261,0.139242378
22262,0.133717094
22263,0.131882801
22264,0.139275698
22265,0.141132579
22266,0.146680447
22267,0.143001497
22268,0.143013531
22269,0.141180346
22270,0.148574344
22271,0.154123122
22272,0.148599675
22273,0.150458007
22274,0.146780313
22275,0.144948195
22276,0.152343253
22277,0.154202282
22278,0.15237068
22279,0.146848447
22280,0.148707985
22281,0.152413091
22282,0.150582161
22283,0.156132999
22284,0.154302397
22285,0.152471957
22286,0.15433248
22287,0.152502361
22288,0.1525178
22289,0.156224198
22290,0.158085351
22291,0.152565056
22292,0.152581116
22293,0.148906527
22294,0.154459091
22295,0.158166403
22296,0.158183062
22297,0.154509067
22298,0.147144416
22299,0.14347071
22300,0.141642547
22301,0.143505327
22302,0.147213648
22303,0.141695104
22304,0.1417129
22305,0.138040032
22306,0.1417489
22307,0.143612502
22308,0.138094634
22309,0.134422298
22310,0.130750092
22311,0.132614217
22312,0.128942268
22313,0.134497448
22314,0.136361952
22315,0.13453578
22316,0.130864329
22317,0.121656799
22318,0.125367193
22319,0.127232306
22320,0.121715935
22321,0.125426684
22322,0.127292149
22323,0.121776126
22324,0.123641819
22325,0.121816824
22326,0.121837342
22327,0.12370337
22328,0.116342506
22329,0.112672551
22330,0.118229707
22331,0.120096168
22332,0.120117334
22333,0.121984006
22334,0.118314579
22335,0.114645256
22336,0.116512236
22337,0.122070118
22338,0.120246497
22339,0.120268377
22340,0.114754153
22341,0.112930828
22342,0.118489201
22343,0.124047671
22344,0.124070033
22345,0.122247089
22346,0.12411504
22347,0.127828484
22348,0.13338742
22349,0.14817345
22350,0.148196366
22351,0.14452857
22352,0.142706264
22353,0.142729447
22354,0.146443519
22355,0.152003077
22356,0.155717322
22357,0.155740851
22358,0.153919064
22359,0.152097362
22360,0.157657346
22361,0.161372012
22362,0.159550559
22363,0.159574588
22364,0.152217097
22365,0.150395888
22366,0.146729358
22367,0.14675371
22368,0.14308734
22369,0.135730247
22370,0.139445636
22371,0.141315701
22372,0.148722046
22373,0.146901465
22374,0.139544758
22375,0.132188126
22376,0.126676971
22377,0.124856691
22378,0.123036486
22379,0.123061755
22380,0.117550896
22381,0.11204011
22382,0.102838596
22383,0.101018756
22384,0.102889789
22385,0.102915493
22386,0.101095867
22387,0.097430911
22388,0.093766025
22389,0.09379201
22390,0.091972664
22391,0.09753499
22392,0.095715781
22393,0.09205124
22394,0.093922969
22395,0.095794765
22396,0.095821228
22397,0.097693158
22398,0.099565154
22399,0.094055614
22400,0.09408234
22401,0.092263731
22402,0.094135988
22403,0.094162909
22404,0.092344493
22405,0.075762935
22406,0.046263636
22407,0.022300601
22408,0.026018637
22409,0.044499939
22410,0.068517503
22411,0.107298333
22412,0.177451033
22413,0.299275009
22414,0.452470853
22415,0.601975954
22416,0.734872508
22417,0.84377891
22418,0.902859553
22419,0.904732834
22420,0.823563142
22421,0.666732081
22422,0.445312052
22423,0.23865528
22424,0.109505385
22425,0.048635363
22426,0.048663611
22427,0.063455112
22428,0.089319065
22429,0.12625547
22430,0.144737915
22431,0.141075598
22432,0.128186323
22433,0.120833294
22434,0.115325708
22435,0.111663564
22436,0.108001461
22437,0.100648597
22438,0.100677373
22439,0.093324585
22440,0.091508035
22441,0.091536921
22442,0.08602964
22443,0.080522392
22444,0.082396779
22445,0.084271197
22446,0.078764043
22447,0.078793119
22448,0.076976823
22449,0.069624352
22450,0.080725912
22451,0.082600494
22452,0.0863205
22453,0.084504327
22454,0.077151973
22455,0.077181241
22456,0.075365127
22457,0.079085233
22458,0.084650757
22459,0.082834693
22460,0.082864044
22461,0.081048008
22462,0.082922784
22463,0.084797572
22464,0.086672369
22465,0.084856374
22466,0.081194985
22467,0.084915205
22468,0.092326231
22469,0.094201059
22470,0.099766691
22471,0.099796122
22472,0.096134753
22473,0.094318783
22474,0.099884413
22475,0.103604639
22476,0.10732486
22477,0.114735877
22478,0.112919884
22479,0.111103882
22480,0.116669473
22481,0.124080454
22482,0.125955221
22483,0.127829974
22484,0.131550114
22485,0.135270237
22486,0.144526545
22487,0.155628234
22488,0.1556575
22489,0.163068347
22490,0.16863377
22491,0.168662968
22492,0.177919143
22493,0.189020691
22494,0.19827681
22495,0.203842098
22496,0.207561955
22497,0.209436377
22498,0.218692368
22499,0.231639123
22500,0.233513438
22501,0.237233114
22502,0.235416547
22503,0.237290739
22504,0.250237291
22505,0.259492996
22506,0.265057851
22507,0.263241056
22508,0.26511501
22509,0.266988912
22510,0.274398961
22511,0.278118152
22512,0.279991885
22513,0.278174756
22514,0.278202966
22515,0.27638571
22516,0.280104591
22517,0.281978003
22518,0.278315144
22519,0.274652212
22520,0.265453005
22521,0.25256292
22522,0.247054359
22523,0.252618122
22524,0.243418597
22525,0.232373586
22526,0.219483088
22527,0.212128703
22528,0.204774226
22529,0.202955858
22530,0.195601191
22531,0.180864824
22532,0.173509959
22533,0.16430959
22534,0.16618152
22535,0.164362541
22536,0.158852651
22537,0.153342648
22538,0.144141729
22539,0.140476895
22540,0.140502743
22541,0.142373869
22542,0.14239947
22543,0.138734143
22544,0.135068686
22545,0.133248499
22546,0.133273578
22547,0.138834721
22548,0.140704925
22549,0.135193384
22550,0.125990898
22551,0.12970607
22552,0.133421092
22553,0.140826764
22554,0.139005279
22555,0.135338237
22556,0.135361837
22557,0.133539875
22558,0.137253951
22559,0.137277059
22560,0.1446816
22561,0.142858967
22562,0.13919076
22563,0.142903979
22564,0.14661702
22565,0.150329879
22566,0.150351753
22567,0.146682641
22568,0.139322539
22569,0.139343848
22570,0.148591967
22571,0.150458289
22572,0.150479012
22573,0.154190336
22574,0.150519855
22575,0.150539971
22576,0.15240528
22577,0.15611578
22578,0.152444467
22579,0.154309141
22580,0.148791996
22581,0.152501637
22582,0.150674854
22583,0.154384051
22584,0.152556821
22585,0.147038563
22586,0.145210877
22587,0.147073761
22588,0.14709101
22589,0.150798826
22590,0.145279401
22591,0.148986739
22592,0.143466833
22593,0.139792084
22594,0.145344093
22595,0.143514252
22596,0.143529562
22597,0.13985382
22598,0.138023226
22599,0.138037777
22600,0.138052072
22601,0.143602311
22602,0.136234485
22603,0.136248
22604,0.13257045
22605,0.130738036
22606,0.134441557
22607,0.134454008
22608,0.13631159
22609,0.1344781
22610,0.127108135
22611,0.125274097
22612,0.127130585
22613,0.130832197
22614,0.127151928
22615,0.123471379
22616,0.117945148
22617,0.119800237
22618,0.121655043
22619,0.125354964
22620,0.1272092
22621,0.121681545
22622,0.119844404
22623,0.116161573
22624,0.118014654
22625,0.116176642
22626,0.11987454
22627,0.116190543
22628,0.112506252
22629,0.112512468
22630,0.112518388
22631,0.116214813
22632,0.11622014
22633,0.110688968
22634,0.112539099
22635,0.108852731
22636,0.114393065
22637,0.114396898
22638,0.116245831
22639,0.114403663
22640,0.110715792
22641,0.11071842
22642,0.118102349
22643,0.119949774
22644,0.119951496
22645,0.116262114
22646,0.121799431
22647,0.125491045
22648,0.138409358
22649,0.142100365
22650,0.143945668
22651,0.147636068
22652,0.14025376
22653,0.147634354
22654,0.151323844
22655,0.149476828
22656,0.153165711
22657,0.156854291
22658,0.158697167
22659,0.155003539
22660,0.15500041
22661,0.158687781
22662,0.162374849
22663,0.158680014
22664,0.151294077
22665,0.147598641
22666,0.153129907
22667,0.153124673
22668,0.147582937
22669,0.138350102
22670,0.136498571
22671,0.132801343
22672,0.13648542
22673,0.145705403
22674,0.145698088
22675,0.143845077
22676,0.138300972
22677,0.134601974
22678,0.127211883
22679,0.130893903
22680,0.12534863
22681,0.116112266
22682,0.114257216
22683,0.106865676
22684,0.108700852
22685,0.112381142
22686,0.108679545
22687,0.106823064
22688,0.1012755
22689,0.097573053
22690,0.103097329
22691,0.097548922
22692,0.099381838
22693,0.093832874
22694,0.095665236
22695,0.091961122
22696,0.101174537
22697,0.101160676
22698,0.095610342
22699,0.101132141
22700,0.097426667
22701,0.091875526
22702,0.099241921
22703,0.099226449
22704,0.102901514
22705,0.097349313
22706,0.093642251
22707,0.091780329
22708,0.089918149
22709,0.084364909
22710,0.062202808
22711,0.03450425
22712,0.027104845
22713,0.038159194
22714,0.069512698
22715,0.108247554
22716,0.178353973
22717,0.285368156
22718,0.420063102
22719,0.552912403
22720,0.689452262
22721,0.800156271
22722,0.873952027
22723,0.894230927
22724,0.860992971
22725,0.742866352
22726,0.561995876
22727,0.364516561
22728,0.198408822
22729,0.087662869
22730,0.050732709
22731,0.045174129
22732,0.07098713
22733,0.100490705
22734,0.131839454
22735,0.13919777
22736,0.131792657
22737,0.117005718
22738,0.111445561
22739,0.109575984
22740,0.107706187
22741,0.105836172
22742,0.102120538
22743,0.091023086
22744,0.087307021
22745,0.092817744
22746,0.087255851
22747,0.085384547
22748,0.081667632
22749,0.077950507
22750,0.079769375
22751,0.085278837
22752,0.085251891
22753,0.079688537
22754,0.077815781
22755,0.079633623
22756,0.077760462
22757,0.083268702
22758,0.079549741
22759,0.072139779
22760,0.077647425
22761,0.075773272
22762,0.083125928
22763,0.083096787
22764,0.083067454
22765,0.08119253
22766,0.079317415
22767,0.082978313
22768,0.079257422
22769,0.088454148
22770,0.086578286
22771,0.08654764
22772,0.088362213
22773,0.084640402
22774,0.088300013
22775,0.095650247
22776,0.097464102
22777,0.097432379
22778,0.095555081
22779,0.09552301
22780,0.10471777
22781,0.108376156
22782,0.106498171
22783,0.112001619
22784,0.110123297
22785,0.117471813
22786,0.122974763
22787,0.130322949
22788,0.137670974
22789,0.139482636
22790,0.143139538
22791,0.146796282
22792,0.146762067
22793,0.161490902
22794,0.166992578
22795,0.174339501
22796,0.17615007
22797,0.177960488
22798,0.190843159
22799,0.20003488
22800,0.209226454
22801,0.212881679
22802,0.216536759
22803,0.214655493
22804,0.220155686
22805,0.231191939
22806,0.24038265
22807,0.24588242
22808,0.249536651
22809,0.255036145
22810,0.258690101
22811,0.267880123
22812,0.269688408
22813,0.267805758
22814,0.267768375
22815,0.271421662
22816,0.276920218
22817,0.278727842
22818,0.273153735
22819,0.2712703
22820,0.269386738
22821,0.261966847
22822,0.258237631
22823,0.261889892
22824,0.260005827
22825,0.250740035
22826,0.237783318
22827,0.22667188
22828,0.221096522
22829,0.219211843
22830,0.208100041
22831,0.196988119
22832,0.187721479
22833,0.180300119
22834,0.183951046
22835,0.180220252
22836,0.17464394
22837,0.169067512
22838,0.157954766
22839,0.152378106
22840,0.150492132
22841,0.148606043
22842,0.148565241
22843,0.142988123
22844,0.139256293
22845,0.141060551
22846,0.142864698
22847,0.142823331
22848,0.144627254
22849,0.140894864
22850,0.142698565
22851,0.142656755
22852,0.151841838
22853,0.146263607
22854,0.146221468
22855,0.14433382
22856,0.136909863
22857,0.136867399
22858,0.14236103
22859,0.146009154
22860,0.142275568
22861,0.147768879
22862,0.144035081
22863,0.142146578
22864,0.147639572
22865,0.14759626
22866,0.151243644
22867,0.149354723
22868,0.143774897
22869,0.147421972
22870,0.149223543
22871,0.158406614
22872,0.15836258
22873,0.154627644
22874,0.149047206
22875,0.143466668
22876,0.148958434
22877,0.150759299
22878,0.154405465
22879,0.152515332
22880,0.152470501
22881,0.154270973
22882,0.148689745
22883,0.148644624
22884,0.144908605
22885,0.148554093
22886,0.146663285
22887,0.146617783
22888,0.150262989
22889,0.153908102
22890,0.15017152
22891,0.144589446
22892,0.144543484
22893,0.140806629
22894,0.144451288
22895,0.149941258
22896,0.151740338
22897,0.146157729
22898,0.140575034
22899,0.136837653
22900,0.134945588
22901,0.134898839
22902,0.131161205
22903,0.134805092
22904,0.129221893
22905,0.129174816
22906,0.13281846
22907,0.138307426
22908,0.134569311
22909,0.13452192
22910,0.12709285
22911,0.125199908
22912,0.125152292
22913,0.128795404
22914,0.121366042
22915,0.123163611
22916,0.12127031
22917,0.119376941
22918,0.123019706
22919,0.122971604
22920,0.124768838
22921,0.121029807
22922,0.119136114
22923,0.11724236
22924,0.120884749
22925,0.117145477
22926,0.11894235
22927,0.118893767
22928,0.113308928
22929,0.109569437
22930,0.116902299
22931,0.115008108
22932,0.113113869
22933,0.116755786
22934,0.114861456
22935,0.112967082
22936,0.112918067
22937,0.120250615
22938,0.11466532
22939,0.11277079
22940,0.110876224
22941,0.108981626
22942,0.116313998
22943,0.121800941
22944,0.127287855
22945,0.129083943
22946,0.132725406
22947,0.134521447
22948,0.143699069
22949,0.14364967
22950,0.141754854
22951,0.141705423
22952,0.14350138
22953,0.139761125
22954,0.150784066
22955,0.163652401
22956,0.161757526
22957,0.159862649
22958,0.154276969
22959,0.150536692
22960,0.152332621
22961,0.157819356
22962,0.157769898
22963,0.152184247
22964,0.146598609
22965,0.142858386
22966,0.142808981
22967,0.144604995
22968,0.139019428
22969,0.140815486
22970,0.137075369
22971,0.13702608
22972,0.142513023
22973,0.147999998
22974,0.140569204
22975,0.136829248
22976,0.12939853
22977,0.129349456
22978,0.121918823
22979,0.121869839
22980,0.116284702
22981,0.110699615
22982,0.108805383
22983,0.105065807
22984,0.10870789
22985,0.106813832
22986,0.104919837
22987,0.101180506
22988,0.097441243
22989,0.099238252
22990,0.099189932
22991,0.104677889
22992,0.106475121
22993,0.102736231
22994,0.097152023
22995,0.095258699
22996,0.097056264
22997,0.098853917
22998,0.098806261
22999,0.1006041
23000,0.096865832
23001,0.094973064
23002,0.100461999
23003,0.104105636
23004,0.105903977
23005,0.104011625
23006,0.094737781
23007,0.085464049
23008,0.068808829
23009,0.050308325
23010,0.042880344
23011,0.05575189
23012,0.07046896
23013,0.098103959
23014,0.142347692
23015,0.223499566
23016,0.334177981
23017,0.452238132
23018,0.570298419
23019,0.684668043
23020,0.786120002
23021,0.850664091
23022,0.881991114
23023,0.854265462
23024,0.758260137
23025,0.595820539
23026,0.411236285
23027,0.258023993
23028,0.138029066
23029,0.075241714
23030,0.053053332
23031,0.058546118
23032,0.095410875
23033,0.135966595
23034,0.14884147
23035,0.137726303
23036,0.1210751
23037,0.113651069
23038,0.111763409
23039,0.111721321
23040,0.109834004
23041,0.109792262
23042,0.098678291
23043,0.091255297
23044,0.089368683
23045,0.089327648
23046,0.087441393
23047,0.081864518
23048,0.083669428
23049,0.079938319
23050,0.083588999
23051,0.085394463
23052,0.087200115
23053,0.083469754
23054,0.079739582
23055,0.079700401
23056,0.081506814
23057,0.083313418
23058,0.079584016
23059,0.081391009
23060,0.077661998
23061,0.081314785
23062,0.086813171
23063,0.086775555
23064,0.084892738
23065,0.079319321
23066,0.082973108
23067,0.077400096
23068,0.082899692
23069,0.088399492
23070,0.088363297
23071,0.088327308
23072,0.084600726
23073,0.088255955
23074,0.091911394
23075,0.093721642
23076,0.095532101
23077,0.097342772
23078,0.097308256
23079,0.097273953
23080,0.102776067
23081,0.113814598
23082,0.11193554
23083,0.111902101
23084,0.113714279
23085,0.115526675
23086,0.124720893
23087,0.13391533
23088,0.137573786
23089,0.137541662
23090,0.137509759
23091,0.135632678
23092,0.144828224
23093,0.155869393
23094,0.159529184
23095,0.16688
23096,0.168694839
23097,0.172355304
23098,0.183397598
23099,0.194440117
23100,0.19625586
23101,0.203608032
23102,0.198042627
23103,0.207240654
23104,0.21828431
23105,0.231173594
23106,0.236681505
23107,0.238498842
23108,0.240316408
23109,0.242134203
23110,0.251333829
23111,0.251306681
23112,0.262352166
23113,0.262325475
23114,0.265989815
23115,0.271499784
23116,0.275164581
23117,0.278829607
23118,0.276958659
23119,0.273242539
23120,0.271372047
23121,0.263965581
23122,0.265786345
23123,0.263916535
23124,0.25835615
23125,0.24725979
23126,0.243545258
23127,0.230603947
23128,0.225044464
23129,0.217639805
23130,0.206544567
23131,0.200985755
23132,0.189890963
23133,0.184332594
23134,0.178774447
23135,0.176907321
23136,0.169504212
23137,0.162101323
23138,0.15285325
23139,0.152832398
23140,0.152811762
23141,0.152791342
23142,0.152771136
23143,0.149060342
23144,0.14350436
23145,0.143484792
23146,0.139774634
23147,0.143446287
23148,0.141581948
23149,0.139717816
23150,0.139699291
23151,0.132299369
23152,0.141508258
23153,0.143335747
23154,0.145163438
23155,0.14514593
23156,0.14143782
23157,0.143266111
23158,0.1450946
23159,0.148768685
23160,0.150597565
